bin	ESO.all.snps	GBM.all.snps	lung.all.snps	liver.all.snps	mel.all.snps	MM.all.snp	CRC.all.snp	LUSC.all.snp	ESO.1060.ESO.all.snps	ESO.1163.ESO.all.snps	ESO.130.ESO.all.snps	ESO.409.ESO.all.snps	ESO.682.ESO.all.snps	ESO.721.ESO.all.snps	ESO.774.ESO.all.snps	ESO.838.ESO.all.snps	ESO.913.ESO.all.snps	TCGA.34.2596.LUSC.all.snps	TCGA.34.2600.LUSC.all.snps	TCGA.43.3394.LUSC.all.snps	TCGA.56.1622.LUSC.all.snps	TCGA.60.2711.LUSC.all.snps	TCGA.60.2713.LUSC.all.snps	TCGA.60.2722.LUSC.all.snps	TCGA.60.2724.LUSC.all.snps	TCGA.60.2726.LUSC.all.snps	TCGA.66.2756.LUSC.all.snps	TCGA.66.2757.LUSC.all.snps	TCGA.66.2766.LUSC.all.snps	TCGA.06.0145.GBM.all.snps	TCGA.06.0152.GBM.all.snps	TCGA.06.0155.GBM.all.snps	TCGA.06.0185.GBM.all.snps	TCGA.06.0188.GBM.all.snps	TCGA.06.0648.GBM.all.snps	TCGA.14.0786.GBM.all.snps	MM.0191.snp	MM.0242.snp	MM.0309.snp	MM.0319.snp	MM.0332.snp	MM.0335.snp	MM.0338.snp	MM.0343.snp	MM.0344.snp	MM.0356.snp	MM.0375.snp	MM.0376.snp	MM.0383.snp	MM.0387.snp	MM.0389.snp	MM.0390.snp	MM.0392.snp	MM.0406.snp	MM.0408.snp	MM.0412.snp	MM.0421.snp	MM.0425.snp	MM.0447.snp	CRC.0002.snp	CRC.0003.snp	CRC.0004.snp	CRC.0005.snp	CRC.0006.snp	CRC.0007.snp	CRC.0008.snp	CRC.0009.snp	CRC.0010.snp	all.RK032.snps	all.RK001.snps	all.RK027.snps	all.RK015.snps	all.RK067.snps	all.RK046.snps	all.RK031.snps	all.RK002.snps	all.RK084.snps	all.RK041.snps	all.RK006.snps	all.RK035.snps	all.RK033.snps	all.RK099.snps	all.RK029.snps	all.RK056.snps	all.RK022.snps	all.RK083.snps	all.RK042.snps	all.RK025.snps	all.RK026.snps	all.RK126.snps	all.RK048.snps	all.RK047.snps	all.RK051.snps	all.RK075.snps	all.RK107.snps	all.RK106.snps	all.RK019.snps	all.RK003.snps	all.RK086.snps	all.RK092.snps	all.RK020.snps	all.RK037.snps	all.RK054.snps	all.RK023.snps	all.RK007.snps	all.RK137.snps	all.RK133.snps	all.RK024.snps	all.RK098.snps	all.RK109.snps	all.RK016.snps	all.RK050.snps	all.RK004.snps	all.RK063.snps	all.RK010.snps	all.RK069.snps	all.RK108.snps	all.RK012.snps	all.RK089.snps	all.RK100.snps	all.RK021.snps	all.RK130.snps	all.RK036.snps	all.RK079.snps	all.RK049.snps	all.RK141.snps	all.RK068.snps	all.RK055.snps	all.RK034.snps	all.RK138.snps	all.RK005.snps	all.RK018.snps	all.ME001.Tumor.snps	all.ME002.Tumor.snps	all.ME007.Tumor.snps	all.ME011.Tumor.snps	all.ME016.Tumor.snps	all.ME018.Tumor.snps	all.ME020.Tumor.snps	all.ME021.Tumor.snps	all.ME024.Tumor.snps	all.ME029.Tumor.snps	all.ME030.Tumor.snps	all.ME035.Tumor.snps	all.ME037.Tumor.snps	all.ME041.Tumor.snps	all.ME043.Tumor.snps	all.ME044.Tumor.snps	all.ME048.Tumor.snps	all.ME049.Tumor.snps	all.ME050.Tumor.snps	all.MEL.0009.Tumor.snps	all.MEL.0012.Tumor.snps	all.MEL.0015.Tumor.snps	all.MEL.0032.Tumor.snps	all.MEL.0045.Tumor.snps	all.Mel_BRAFi_02_PRE.Tumor.snps	all.LUAD.AEIUF.Tumor.snps	all.LUAD.D02326.Tumor.snps	all.LUAD.E00934.Tumor.snps	all.LUAD.E01014.Tumor.snps	all.LUAD.E01278.Tumor.snps	all.LUAD.FH5PJ.Tumor.snps	all.LUAD.QY22Z.Tumor.snps	all.LUAD.S00488.Tumor.snps	all.LUAD.S01302.Tumor.snps	all.LUAD.S01331.Tumor.snps	all.LUAD.S01341.Tumor.snps	all.LUAD.S01345.Tumor.snps	all.LUAD.S01346.Tumor.snps	all.LUAD.S01356.Tumor.snps	all.LUAD.S01381.Tumor.snps	all.LUAD.S01404.Tumor.snps	all.LUAD.S01405.Tumor.snps	all.LUAD.S01467.Tumor.snps	all.LUAD.S01478.Tumor.snps	all.LUAD.U6SJ7.Tumor.snps	all.LU.A08.43.Tumor.snps	all.LUAD.2GUGK.Tumor.snps	all.LUAD.5V8LT.Tumor.snps	all.LUAD.E01317.Tumor.snps
chr7.124	206	34	967	372	1254	62	56	385	27	37	13	6	34	38	20	15	16	21	42	30	18	15	19	24	39	32	46	27	53	11	3	4	3	3	8	2	4	1	1	3	2	6	1	8	2	6	0	3	3	1	5	0	1	4	0	7	2	2	0	8	6	6	4	3	8	9	8	4	11	10	5	13	6	16	2	8	3	11	20	9	1	4	1	12	9	3	8	4	4	12	12	4	7	3	1	10	10	5	5	11	0	1	7	13	5	8	4	5	2	2	3	4	8	4	7	2	7	4	5	6	8	4	3	9	1	2	1	1	4	1	1	0	24	63	9	29	50	44	72	23	86	34	40	16	49	28	28	119	39	133	52	112	20	3	18	32	113	14	4	91	13	27	13	41	53	105	22	14	18	53	47	26	13	31	28	54	22	6	32	221	19
chr7.125	54	14	328	198	443	28	29	152	10	7	1	3	6	10	9	2	6	11	17	19	3	7	7	11	16	5	20	8	21	1	0	4	0	4	3	2	3	1	2	0	2	2	2	1	0	3	1	1	1	2	1	0	0	0	1	1	1	3	0	2	3	3	4	1	0	7	7	2	6	6	4	3	5	9	0	4	4	4	8	16	0	2	3	9	5	1	3	4	1	6	5	2	6	2	1	1	3	2	2	7	5	3	2	4	5	3	1	0	1	3	1	2	2	0	1	2	2	3	1	2	5	2	3	3	0	3	0	2	1	0	1	1	21	19	5	14	13	14	13	4	21	27	16	3	8	9	15	32	7	23	18	95	6	2	20	11	18	8	1	39	5	8	2	14	16	21	14	5	18	18	16	6	3	13	12	11	5	5	8	70	10
chr7.127	16	14	282	154	399	38	31	106	1	3	1	2	2	2	1	1	3	6	9	4	3	4	4	6	7	6	29	6	14	3	1	2	0	3	1	4	3	2	1	5	0	2	2	1	1	4	0	1	2	0	1	1	0	2	1	5	2	1	1	1	5	7	2	0	3	10	2	1	1	6	6	2	1	8	0	3	2	3	5	4	1	2	1	10	4	1	2	2	3	6	2	1	4	0	3	2	3	1	8	1	2	0	2	8	3	2	2	1	1	0	0	2	5	0	1	1	7	0	1	3	2	0	2	3	3	0	0	0	2	2	1	0	5	16	8	15	14	7	16	7	14	25	6	6	7	5	12	29	8	21	13	97	3	1	15	11	25	4	3	19	7	3	3	15	16	36	10	5	18	12	13	5	2	12	6	25	8	2	9	41	8
chr7.129	80	10	563	269	848	60	48	221	16	16	7	1	6	19	6	2	7	17	20	13	6	10	13	18	25	6	40	10	31	3	0	2	1	1	1	2	2	7	1	2	2	5	3	2	3	2	2	1	2	3	3	2	4	0	4	5	4	0	1	4	9	10	3	1	4	6	9	2	6	6	5	4	7	10	4	4	2	8	10	9	2	2	5	12	9	2	8	1	2	8	8	7	5	5	4	3	4	3	6	4	1	3	0	12	8	3	1	0	2	4	3	3	10	5	6	3	1	2	2	3	5	1	2	6	1	3	0	1	3	0	0	1	23	36	14	22	31	34	33	15	43	40	23	11	34	30	25	104	29	49	21	124	15	0	4	21	61	14	2	59	15	11	10	9	30	46	13	5	19	25	31	13	6	16	20	24	7	10	17	138	23
chr7.13	78	31	505	295	690	80	48	242	12	6	11	6	8	17	10	7	1	19	22	16	18	11	18	18	22	26	27	11	19	4	5	6	3	2	3	8	3	1	0	4	5	5	4	6	2	5	3	2	3	6	7	3	2	3	2	4	3	5	2	2	5	4	6	1	6	11	10	3	4	11	13	3	9	11	1	4	1	14	20	12	0	2	6	5	5	3	3	2	1	16	9	6	7	1	3	4	7	2	7	8	1	2	3	10	3	2	3	3	2	3	6	3	12	2	2	5	3	1	3	4	5	2	1	4	1	2	1	0	2	1	3	0	16	33	7	21	26	26	27	22	43	35	18	7	16	21	40	62	15	36	28	100	20	2	8	11	36	9	2	37	9	11	9	39	18	32	16	3	11	21	40	7	5	38	13	28	11	5	13	122	6
chr7.130	55	15	472	219	573	54	48	239	14	6	4	3	5	14	6	1	2	21	27	10	10	10	9	22	22	12	36	17	30	4	4	1	2	2	1	1	6	1	4	0	3	3	3	5	0	3	0	1	3	0	3	1	1	0	3	3	6	3	2	5	3	4	7	3	1	10	11	4	7	7	2	4	2	8	3	5	1	5	9	5	1	1	3	7	6	0	3	2	2	6	8	3	6	2	2	4	6	5	2	7	2	1	1	4	3	1	0	4	2	3	6	4	8	1	3	2	1	2	3	3	8	2	3	7	2	1	0	0	6	1	1	0	14	28	8	21	15	12	28	9	32	29	14	6	14	18	17	39	13	43	24	103	14	1	18	5	37	12	5	36	12	10	4	22	27	38	11	12	16	25	19	15	9	27	12	27	7	2	14	98	12
chr7.131	59	14	344	159	418	61	48	167	10	10	5	4	5	13	4	3	5	9	16	16	10	6	4	14	18	4	22	11	24	4	3	3	0	1	2	1	3	3	4	2	2	5	5	5	1	4	0	0	2	0	2	2	0	2	2	7	3	3	4	4	6	9	5	3	4	8	7	2	1	6	4	3	1	6	3	2	2	2	8	3	1	0	4	3	5	1	4	2	2	3	3	3	2	6	2	4	0	4	4	4	1	1	1	2	2	2	3	2	3	0	3	5	3	1	2	2	3	1	2	1	3	1	2	3	2	0	0	2	2	2	4	1	14	13	2	18	16	7	15	7	14	16	17	2	12	5	11	36	12	24	9	98	10	1	16	7	23	5	6	19	10	12	6	15	11	42	17	4	12	18	12	12	7	14	4	18	6	2	10	74	8
chr7.132	47	12	352	156	470	50	40	110	5	5	3	2	7	9	8	3	5	15	6	9	6	6	2	8	12	8	20	4	6	3	2	2	2	0	2	1	3	4	1	2	1	3	2	3	1	5	0	2	2	0	6	1	2	1	4	2	3	0	2	1	1	5	5	4	4	11	6	3	3	6	3	2	3	5	2	1	0	2	8	5	1	0	0	3	3	2	1	2	2	8	2	6	3	2	3	1	3	0	7	5	2	1	0	7	6	4	1	0	0	1	1	0	3	3	2	1	3	3	9	1	7	2	2	1	1	0	0	0	0	0	1	0	10	32	4	14	20	12	13	5	24	32	12	12	7	13	15	34	12	19	18	97	2	2	13	7	31	7	4	19	5	13	5	20	13	50	15	8	14	15	8	9	4	5	5	35	7	3	15	68	5
chr7.133	96	25	528	258	634	57	56	204	13	16	4	4	13	17	19	5	5	19	18	14	14	1	9	16	20	10	27	17	21	7	2	2	5	3	3	3	3	4	0	2	1	1	1	3	0	2	3	2	0	2	5	2	2	4	3	5	1	5	6	4	5	11	5	3	8	6	10	4	3	12	5	8	7	6	5	5	3	12	12	4	2	1	1	11	14	2	1	5	2	9	5	3	5	1	3	2	8	1	6	3	3	2	1	8	3	2	2	4	0	2	8	4	2	5	2	1	5	3	6	4	4	1	2	6	2	0	1	4	1	2	1	0	19	35	5	21	22	20	30	12	49	13	25	5	23	23	19	62	21	38	19	88	14	0	12	15	39	6	2	59	11	14	8	26	30	50	8	7	20	30	24	9	10	32	10	32	7	1	22	97	13
chr7.134	253	36	1074	435	1032	82	118	472	44	46	18	9	40	29	39	14	14	47	29	38	28	17	19	46	44	36	62	31	47	8	6	4	3	8	4	3	3	9	2	4	3	7	4	3	1	4	4	0	0	1	4	0	1	4	5	8	4	5	6	8	8	18	12	12	9	18	26	7	4	15	10	12	12	17	5	11	3	9	24	17	2	3	4	15	8	7	8	9	2	9	11	6	12	9	11	7	10	3	13	7	3	2	6	15	3	5	2	2	5	6	5	9	5	3	6	2	4	6	6	4	10	4	3	7	6	4	0	1	1	2	2	1	26	63	10	31	32	33	45	19	64	42	30	17	17	31	18	94	36	98	39	125	22	2	20	29	78	24	10	87	18	36	26	53	60	118	35	5	15	59	43	32	15	33	25	56	21	13	40	216	34
chr7.135	116	27	556	178	879	52	62	287	14	19	8	5	20	13	23	8	6	27	32	25	16	5	9	27	44	22	31	12	28	6	4	1	3	4	6	3	1	5	2	1	1	1	0	5	4	2	1	0	4	1	10	2	1	0	0	2	4	2	3	7	11	9	5	4	3	10	12	1	3	9	3	2	4	4	3	3	1	3	7	9	1	1	0	8	5	0	3	4	3	4	9	2	2	7	3	3	5	4	5	3	0	4	1	8	4	1	3	2	2	1	2	3	5	2	1	1	0	0	1	1	4	1	2	2	0	2	0	0	1	1	0	0	29	52	8	17	27	23	35	15	46	39	25	27	29	28	21	92	29	67	21	118	19	2	12	24	64	9	0	51	6	13	4	18	32	72	10	7	6	55	40	14	5	28	19	25	9	8	23	92	10
chr7.136	32	16	323	179	657	45	33	162	7	0	1	6	1	3	9	2	3	18	11	13	7	2	7	16	20	6	21	14	17	4	3	2	1	2	1	3	1	2	0	1	1	8	0	4	0	1	3	0	1	4	7	0	2	0	3	3	1	3	0	2	4	4	5	0	0	6	10	2	3	3	4	2	7	6	1	1	0	7	7	12	0	1	2	8	4	2	2	2	0	8	9	0	5	3	2	1	3	4	2	4	1	2	1	5	4	7	1	1	0	5	1	2	3	3	0	3	3	0	1	3	6	0	2	4	0	1	0	0	1	2	2	0	20	35	5	24	19	25	24	10	30	41	22	19	22	20	28	52	12	39	21	111	4	1	7	13	38	3	8	25	4	13	1	18	27	24	8	5	14	13	18	6	6	19	19	16	4	6	11	42	13
chr7.139	50	21	532	208	1162	60	39	223	10	9	5	0	5	7	8	5	1	35	17	15	7	11	9	24	25	13	22	7	28	1	5	1	3	1	4	6	5	2	3	2	2	6	7	2	2	2	1	2	1	2	7	0	3	0	1	3	3	1	3	4	5	3	7	2	2	7	7	2	2	8	3	2	8	12	2	4	4	10	7	7	2	3	2	3	5	1	3	3	3	7	9	6	3	2	3	2	11	2	1	9	0	0	5	5	3	2	3	0	0	1	2	2	9	1	3	1	1	4	2	3	5	0	2	3	0	0	2	0	0	0	0	1	37	71	6	26	43	40	47	20	72	47	26	27	38	49	37	119	25	91	47	135	17	2	10	18	99	24	0	55	10	19	5	29	39	63	14	7	15	21	18	11	5	10	14	33	9	7	26	87	11
chr7.14	98	17	609	367	795	91	72	366	10	19	9	7	4	11	15	18	5	30	19	24	19	12	26	32	42	35	48	16	35	4	3	1	3	1	0	5	7	6	2	1	4	6	4	1	3	4	2	6	1	5	3	6	2	2	4	4	5	8	5	3	10	8	2	3	10	13	19	4	3	10	6	11	7	14	4	6	5	19	16	18	1	4	4	11	4	3	8	4	1	11	13	4	4	5	9	3	9	5	9	7	4	3	4	21	3	7	5	3	3	1	3	4	10	3	1	0	2	2	5	3	13	9	5	8	1	0	1	1	2	0	1	1	20	49	5	23	29	33	28	8	45	40	21	19	25	22	41	66	17	40	31	101	17	1	30	23	51	13	3	47	6	24	8	35	34	39	21	5	14	20	35	8	10	22	10	40	12	6	27	160	10
chr7.142	143	47	985	360	905	66	72	402	19	17	13	9	29	17	19	10	10	30	30	33	19	11	15	32	34	32	59	40	49	8	4	6	10	5	12	2	4	2	3	1	3	6	3	2	3	2	1	1	2	4	10	3	0	0	2	5	4	2	3	6	5	7	12	4	8	11	12	7	8	18	6	6	8	6	5	15	6	4	28	18	1	1	3	11	8	5	6	4	5	8	3	5	8	7	4	2	13	6	6	5	3	3	2	14	9	1	2	3	3	1	3	6	4	6	3	3	5	6	7	3	12	1	2	9	2	4	2	0	1	1	0	0	22	58	15	23	27	24	49	7	49	41	25	20	28	24	27	62	24	74	31	144	21	2	22	17	58	23	6	86	12	30	16	37	48	79	24	7	24	61	54	24	14	28	31	76	19	11	42	212	21
chr7.143	292	97	1737	681	1596	111	110	748	39	55	22	8	45	26	33	18	46	69	73	61	27	35	32	59	59	59	110	59	74	10	18	20	9	11	19	10	4	5	7	2	3	6	4	3	3	11	4	4	4	3	10	3	0	0	7	6	6	10	6	9	13	10	13	9	12	22	18	4	9	24	15	16	15	29	6	13	6	24	45	34	5	5	10	20	13	9	5	6	4	10	17	12	11	4	21	6	25	6	25	14	5	6	3	23	11	11	3	3	4	4	5	9	12	5	11	8	7	9	8	14	18	4	5	8	3	4	3	0	3	3	5	2	56	87	14	30	51	47	64	26	110	70	37	30	48	63	67	117	53	140	73	166	31	7	18	40	128	45	5	146	19	49	24	83	123	167	87	26	18	101	83	37	38	60	52	105	42	11	65	311	40
chr7.148	49	16	416	140	931	38	25	153	3	12	4	0	4	12	4	3	7	8	17	10	6	10	11	15	15	5	20	0	28	3	3	4	2	2	1	1	3	0	1	0	1	0	1	2	1	4	2	3	1	0	7	3	0	1	2	1	1	4	0	2	3	4	2	0	0	6	4	4	4	7	7	2	1	6	0	4	2	3	6	6	0	1	0	5	4	1	0	2	1	5	1	1	3	1	3	0	1	0	3	1	4	1	0	3	3	2	0	2	1	1	4	2	6	1	1	0	1	0	4	6	6	1	0	4	1	0	1	0	2	2	0	0	28	50	6	21	37	29	45	20	50	53	22	18	34	42	31	88	26	55	28	108	13	0	7	19	77	7	1	31	8	12	11	35	15	45	13	8	16	16	30	6	9	12	8	19	5	2	7	92	8
chr7.149	78	15	285	180	743	48	34	200	12	7	17	4	6	10	3	7	12	18	25	11	9	9	10	17	20	13	22	13	8	2	2	2	1	2	2	4	2	2	3	2	2	4	3	1	3	3	1	2	3	1	7	2	0	0	0	2	2	2	1	0	4	6	3	7	4	2	5	3	1	4	7	5	3	1	3	2	1	7	7	6	0	3	0	5	2	2	0	4	2	5	5	3	3	4	2	1	2	3	6	4	1	1	0	5	3	2	3	3	5	1	6	1	5	2	1	1	0	1	5	3	6	3	1	5	4	0	9	2	3	1	1	0	30	25	5	26	21	16	23	24	24	61	23	19	18	32	31	37	16	43	18	99	8	10	11	17	38	8	4	19	7	6	3	12	13	21	9	16	23	20	12	5	3	12	7	15	4	5	12	45	4
chr7.15	100	8	909	269	752	109	82	446	4	13	8	3	6	17	21	17	11	25	30	33	16	19	27	46	47	60	50	23	44	1	3	0	1	0	0	3	5	8	4	2	1	5	0	3	8	6	2	5	0	5	11	8	1	5	5	7	5	8	5	2	6	7	23	4	11	10	12	7	2	9	13	7	4	11	4	7	3	9	10	10	3	2	1	4	1	4	2	3	2	12	6	8	7	2	4	7	6	0	13	7	1	0	3	12	5	3	3	4	2	3	2	4	3	1	2	2	3	3	3	1	9	1	2	5	1	2	0	2	1	3	1	0	16	45	7	16	26	30	19	10	53	28	15	24	38	16	35	90	12	41	33	103	4	1	6	20	46	14	2	81	12	33	23	30	42	65	35	7	15	48	44	26	11	35	13	65	15	8	22	248	15
chr7.153	69	29	557	151	810	48	38	213	8	10	8	4	4	20	6	4	5	10	25	21	10	10	7	24	23	8	20	17	21	9	3	3	2	2	8	2	3	1	4	2	3	2	3	0	0	6	2	5	0	0	6	1	1	1	2	2	1	1	2	2	3	7	4	1	6	5	4	6	3	2	4	3	2	5	1	3	2	9	5	4	2	0	2	4	3	2	0	3	2	3	5	0	6	4	3	3	5	0	2	3	1	2	2	4	2	2	0	0	0	1	3	4	5	3	0	1	4	0	6	3	2	0	0	1	2	3	1	0	2	2	0	0	22	37	3	26	31	30	42	23	33	53	26	22	30	32	18	47	44	52	29	103	7	3	5	19	45	10	3	33	9	8	13	19	21	55	23	6	16	30	36	11	11	19	17	37	15	5	12	130	18
chr7.154	48	28	393	149	627	65	40	161	3	10	6	1	1	16	6	3	2	15	12	10	6	6	12	14	15	10	18	9	20	12	2	5	3	2	2	2	2	1	2	2	2	6	5	2	1	4	4	0	3	0	10	1	2	1	4	5	6	2	0	2	4	6	7	3	2	7	6	3	4	1	4	1	1	7	1	5	3	5	3	3	0	2	3	4	7	0	2	1	0	5	2	2	9	2	1	2	3	2	6	2	0	4	1	4	3	3	2	2	0	2	3	2	1	0	3	1	0	1	3	1	7	1	3	1	1	1	2	0	1	1	0	2	21	26	8	20	21	15	19	6	35	49	25	20	29	21	15	27	17	43	19	110	11	0	9	13	29	13	4	28	11	19	9	13	24	36	13	12	18	16	17	6	6	13	8	18	4	9	10	75	11
chr7.155	125	39	750	223	1468	90	73	262	22	14	5	7	15	35	16	8	3	26	27	21	13	22	19	21	22	14	26	9	29	8	6	10	4	2	5	4	1	7	5	0	3	7	6	6	3	6	3	3	4	1	8	3	3	0	1	9	2	5	4	6	8	6	9	6	15	10	9	4	2	9	6	2	2	5	4	10	1	5	9	9	3	2	2	7	3	3	4	5	3	2	5	2	6	2	8	6	5	1	6	1	1	2	2	3	7	7	7	2	3	1	3	3	5	2	4	1	4	3	1	4	6	0	0	6	0	1	0	2	0	1	2	0	66	54	23	35	85	42	55	38	64	125	28	46	44	62	55	114	66	81	47	88	20	2	11	20	95	18	8	49	22	22	13	15	50	82	28	16	20	29	42	14	17	24	23	57	17	5	21	141	17
chr7.156	73	26	585	123	1323	72	44	245	11	6	5	5	5	13	10	6	12	13	31	16	4	6	33	17	33	12	21	10	34	5	3	8	1	0	5	4	2	8	3	3	1	5	2	3	0	4	1	7	2	1	4	3	1	3	3	8	3	2	3	4	3	4	4	7	8	4	8	2	0	2	2	4	4	2	2	5	2	3	2	7	0	3	1	3	5	5	1	1	2	3	3	1	3	1	2	0	2	3	3	3	1	2	1	4	4	1	1	0	1	3	0	2	1	1	2	0	1	2	2	0	1	2	0	1	5	1	0	0	3	0	0	1	38	52	16	40	51	26	64	38	57	93	47	39	48	65	45	106	48	70	33	108	20	5	15	23	68	15	11	39	12	22	10	8	27	50	23	15	16	36	46	8	13	20	31	20	16	6	18	105	18
chr7.16	124	16	971	205	586	106	65	414	5	24	14	3	17	15	25	14	7	43	29	20	13	25	21	37	43	59	53	8	45	4	2	3	1	3	1	2	8	4	3	1	2	2	8	7	3	8	4	5	1	4	11	5	3	3	3	5	3	5	8	0	10	12	7	1	10	11	10	4	1	6	14	1	1	6	0	4	4	2	7	7	0	3	1	11	3	0	3	4	6	4	6	3	2	7	7	1	7	2	4	1	2	5	2	6	3	3	1	2	1	4	2	1	7	2	0	2	3	3	7	3	7	1	0	3	1	1	1	2	1	1	0	0	22	26	2	14	27	15	17	4	29	26	14	12	18	8	28	44	15	46	24	105	12	1	8	28	31	24	4	115	17	25	29	44	53	63	29	7	14	40	54	22	4	32	10	75	15	7	34	223	31
chr7.17	40	17	321	212	543	72	37	140	1	3	2	4	3	10	12	3	2	12	8	7	7	8	8	7	10	20	23	6	11	1	3	3	0	3	5	2	2	3	3	2	5	4	2	2	1	7	3	2	2	6	9	1	1	0	1	10	2	0	4	2	8	5	1	2	4	3	9	3	4	3	10	5	2	6	2	3	2	10	18	7	2	2	3	4	4	0	4	2	2	7	3	2	3	3	7	4	4	3	4	3	1	0	2	6	6	4	4	1	4	0	1	3	5	0	1	2	1	4	6	5	2	1	2	4	0	0	3	1	2	1	0	2	13	29	1	18	24	22	15	6	19	23	10	20	17	16	26	40	9	34	17	111	6	2	12	8	32	7	2	27	3	8	10	22	14	23	13	6	20	18	19	5	2	11	5	19	6	4	7	64	6
chr7.18	38	37	214	175	442	47	27	105	2	7	5	1	0	8	5	4	6	11	6	3	4	7	13	11	8	9	12	2	7	7	4	6	7	4	4	5	2	0	2	1	2	4	2	1	0	1	0	3	5	7	6	1	1	1	2	4	2	0	0	2	2	4	2	3	1	5	6	2	3	9	4	3	1	8	3	1	2	9	14	3	2	2	2	5	4	3	1	4	0	5	1	2	4	3	1	2	4	3	5	5	2	4	4	9	0	2	1	1	0	4	2	2	3	0	2	0	0	1	2	4	5	1	1	4	2	0	0	0	1	0	0	0	23	17	2	10	9	15	10	4	26	23	10	8	12	5	25	29	6	23	17	105	10	0	7	10	25	5	1	16	3	7	9	18	9	12	4	7	13	17	14	3	2	9	4	8	2	4	4	36	7
chr7.19	112	27	681	453	1121	47	59	237	14	14	5	3	12	14	25	13	12	16	10	11	10	10	16	26	28	23	42	9	21	8	6	5	4	1	2	1	5	0	2	2	0	3	0	7	0	3	1	0	2	3	4	1	2	1	2	2	2	3	2	6	4	10	9	3	8	9	9	1	2	11	16	9	14	13	3	11	6	16	29	15	1	3	8	17	9	10	5	5	3	9	13	4	7	2	8	9	10	6	16	9	1	7	6	11	5	7	5	3	1	4	6	4	4	9	2	2	5	5	10	7	6	5	5	14	3	3	1	3	4	3	2	1	32	62	2	36	31	28	45	10	63	63	37	32	32	43	56	86	31	101	53	127	28	1	6	19	90	11	4	76	16	20	18	27	36	49	13	5	10	30	15	17	12	12	6	41	18	6	32	189	18
chr7.2	81	14	460	96	826	35	28	150	6	5	9	7	6	20	14	13	1	18	14	8	8	7	15	2	17	19	20	1	16	0	5	2	2	1	3	1	3	1	1	0	1	0	1	0	3	1	2	1	3	1	2	1	2	1	2	2	3	1	3	2	2	2	4	3	4	4	3	4	1	6	8	1	0	2	0	1	4	4	2	2	0	1	2	3	5	1	0	1	1	1	1	2	2	1	0	1	0	3	2	2	1	1	0	4	1	0	1	1	1	1	0	1	1	0	0	3	1	2	3	1	1	0	1	3	1	0	0	2	2	2	0	1	28	35	13	37	32	24	33	22	61	41	12	34	25	21	56	71	34	54	9	56	2	0	29	9	47	10	2	30	11	11	16	11	19	35	11	8	24	21	29	12	9	27	13	28	10	6	16	87	14
chr7.20	213	26	1075	587	836	82	91	367	33	31	16	18	15	30	33	28	9	33	28	17	13	17	18	35	31	42	62	10	40	5	6	4	3	5	0	3	3	5	1	2	6	5	4	6	3	8	1	1	9	6	8	2	1	0	1	2	3	3	2	9	11	8	15	3	10	16	13	6	5	12	23	8	13	18	6	11	7	17	22	18	4	5	4	16	7	7	6	9	5	5	19	10	15	1	14	14	23	11	23	9	4	4	4	20	12	6	7	8	8	2	9	6	17	3	7	3	9	5	12	9	23	3	4	17	2	5	3	0	4	0	2	2	27	67	6	17	28	34	30	20	39	42	22	21	25	25	46	65	22	50	29	115	13	2	10	17	51	28	7	131	17	47	31	43	58	67	41	5	11	53	33	21	15	21	22	86	27	14	45	222	30
chr7.21	59	30	600	464	756	54	45	253	7	9	4	3	4	9	10	5	8	19	11	6	9	8	12	30	31	26	42	6	33	5	9	2	2	3	4	5	1	2	3	3	1	8	0	2	2	3	0	1	6	3	4	1	1	2	0	3	2	4	2	1	1	6	8	4	5	10	7	3	8	7	14	15	15	20	4	16	6	7	28	19	3	12	5	11	8	5	3	5	0	17	8	11	10	9	8	7	7	5	15	9	2	1	4	16	9	4	3	4	1	4	2	8	11	5	2	4	4	4	5	4	10	6	4	10	3	6	3	0	3	0	4	1	22	40	8	18	27	32	37	21	38	32	21	23	23	14	46	54	28	48	23	107	12	0	7	18	48	11	3	77	4	21	13	43	38	32	22	4	15	19	15	14	10	29	9	43	11	7	23	127	10
chr7.22	82	25	440	211	927	50	62	253	14	17	8	6	3	13	8	11	2	22	19	8	10	12	15	26	32	33	35	7	26	5	4	2	2	2	9	1	1	0	0	0	1	3	1	7	4	4	3	0	3	1	6	0	1	1	0	3	6	4	1	4	6	4	9	4	4	6	18	7	4	12	10	3	2	5	2	5	3	8	11	5	1	0	2	5	5	0	1	2	1	9	5	1	2	7	5	3	7	0	5	2	5	3	3	6	2	3	2	1	3	3	3	0	7	0	1	1	2	0	1	6	5	1	3	5	2	5	0	1	2	0	1	1	26	64	3	23	25	30	29	18	53	41	18	12	26	30	58	96	31	73	33	109	16	3	17	20	64	5	4	51	9	10	13	14	38	32	13	5	12	22	19	6	6	10	8	29	11	4	13	99	7
